APD40,APD50,APD90,CTD50,CTD90,CaTmax,CaTmin,Tamax,Tamin,TaD50,TaD90,dTadtmax
156.705102051139,182.179270791757,233.737360584864,171.737538209663,309.29580635093,0.00028049874990324,6.41072168660236e-05,5.83021605277579,0.0588524645540058,163.910383792716,306.417596421082,0.0752813191688453
174.236002345904,198.424292723154,250.147514893551,181.465130030349,324.6551840376,0.000367092254466994,6.74655830270104e-05,12.6985754782383,0.0656879685351497,180.522507579051,323.923621747906,0.151146732946626
185.886572985652,210.176507252712,263.342720298013,184.864840630554,335.23174072282,0.00046117105215774,7.02598109488344e-05,22.0853799207594,0.0720552373172476,194.248477008655,341.858986933551,0.244864811234494
193.577070116638,218.553819573982,273.702166283268,185.765643169865,343.053037687811,0.000556183818183354,7.22807431872491e-05,32.16379382773,0.0771889736944216,204.576903378232,356.344249453921,0.337934499131456
198.89029169663,224.923692560497,282.342023630235,185.813027103336,349.353391606984,0.000651662857240612,7.37240391313206e-05,41.6298195231875,0.0819461545476357,217.917397624132,371.317987914277,0.421697036040535
203.379650710774,230.582580233261,290.222184219088,185.110889180114,354.112709334828,0.000747329479571876,7.47799171773804e-05,49.8445355952822,0.0862424173712119,229.390012058249,384.076349829356,0.493697158997917
207.621366398071,235.924314880284,297.542483635466,182.764777837318,357.206942372959,0.000843668895914715,7.56876792772004e-05,56.6795300362362,0.0904850054814166,238.827599129657,395.543459299297,0.554578348668716
211.740143951877,240.424402810574,302.946902885065,180.939197373974,358.674872332268,0.000908570026521047,7.68205515914026e-05,60.5782059789312,0.095124157122174,246.122073030401,403.925783406047,0.589930019362489
